id,state,county,city,value,zcta,lat,lon,pov,CMAQ,zcta_pop
1125.0004,Alabama,Tuscaloosa,Tuscaloosa,11.42058824,35404,33.18935,-87.484217,15.5,8.52887043,21251
1127.0002,Alabama,Walker,Jasper,11.70583333,35501,33.832778,-87.2725,19.3,8.140101397,10424
4001.1235,Arizona,Apache,Fort Defiance,3.023809524,86540,35.881974,-109.434003,44.8,4.523397768,1088
4003.1005,Arizona,Cochise,Douglas,6.911111111,85626,31.3492,-109.539683,15.6,5.266898447,1021
4005.1008,Arizona,Coconino,Flagstaff,5.928813559,86011,35.206111,-111.652777,64.3,5.10844222,6362
4013.0019,Arizona,Maricopa,Phoenix,10.49261745,85019,33.48385,-112.14257,29.5,12.21353043,25042
4013.1003,Arizona,Maricopa,Mesa,8.446086957,85202,33.41045,-111.86507,13.4,14.09545857,37275
4013.4003,Arizona,Maricopa,Phoenix,10.88362069,85041,33.40316,-112.07533,21.4,11.4769073,54947
4013.702,Arizona,Maricopa,Scottsdale,7.190909091,85256,33.488242,-111.855654,19.4,14.09545857,4974
4013.9997,Arizona,Maricopa,Phoenix,8.846086957,85015,33.503833,-112.095767,33.6,12.21353043,37644
4015.1,Arizona,Mohave,Peach Springs,5.528205128,86411,35.540017,-113.410782,35.9,5.798752865,224
4019.0011,Arizona,Pima,Tucson,5.700862069,85741,32.322661,-111.038389,7.6,9.110332942,32998
4019.1028,Arizona,Pima,Tucson,5.363559322,85704,32.29515,-110.9823,26.4,9.50234623,30929
4021.0001,Arizona,Pinal,Casa Grande,10.57213115,85122,32.877583,-111.752222,14.2,11.51284082,50942
4021.3002,Arizona,Pinal,Apache Junction,7.465178571,85119,33.421194,-111.503222,7.1,11.3055527,21219
4021.3013,Arizona,Pinal,Maricopa,19.45789474,85138,33.01053,-111.97205,3.3,11.51284082,33633
4023.0004,Arizona,Santa Cruz,Nogales,14.11382114,85621,31.337204,-110.936718,28.6,6.093248214,23054
4025.2002,Arizona,Yavapai,Prescott Valley,5.827586207,86314,34.595,-112.331,13.9,6.71369956,34401
4027.0004,Arizona,Yuma,Yuma,9.928333333,85364,32.677001,-114.648905,18.8,23.13149069,74904
5001.0011,Arkansas,Arkansas,Stuttgart,11.24970414,72160,34.518515,-91.55896,15.3,10.74727538,10736
5003.0005,Arkansas,Ashley,Crossett,10.74453782,71635,33.136862,-91.950377,13.1,9.531806922,12348
5035.0005,Arkansas,Crittenden,Marion,11.7147541,72364,35.197288,-90.193141,9.9,11.29919079,15831
5045.0002,Arkansas,Faulkner,Conway,11.64506173,72035,35.105193,-92.427859,20.025,9.001802236,1083
5051.0003,Arkansas,Garland,Hot Springs (Hot Springs National Park),11.15309735,71901,34.469441,-93.000178,16.6,8.157881919,29491
5067.0001,Arkansas,Jackson,Newport,11.18688525,72112,35.637292,-91.188914,23.4,13.11163427,11467
5107.0001,Arkansas,Phillips,Helena,11.05897436,72342,34.529766,-90.586049,32.9,10.49119401,5532
5113.0002,Arkansas,Polk,Mena,10.52773109,71953,34.583699,-94.226234,13.1,7.925081246,14882
5115.0003,Arkansas,Pope,Russellville,11.25932203,72801,35.259775,-93.10005,23.6,8.72857441,18685
5119.0007,Arkansas,Pulaski,North Little Rock,11.5736715,72114,34.756189,-92.281296,0,9.915561832,12658
5119.1004,Arkansas,Pulaski,Little Rock,12.11916667,72202,34.729603,-92.243587,23.7,9.915561832,9978
5119.1008,Arkansas,Pulaski,Little Rock,12.09854227,72209,34.681343,-92.328697,23.7,9.915561832,32376
5131.0008,Arkansas,Sebastian,Fort Smith,11.1147929,72901,35.389672,-94.424288,23.7,7.800026366,21591
5139.0006,Arkansas,Union,El Dorado,10.9952381,71730,33.220274,-92.669619,22,7.703593923,32213
5143.0005,Arkansas,Washington,Springdale,10.68508772,72764,36.1797,-94.116827,21,8.270712276,50230
5145.0001,Arkansas,White,Searcy,9.95,72149,35.24894,-91.715596,14.125,9.300214121,0
6001.0007,California,Alameda,Livermore,11.61006711,94551,37.687526,-121.784217,5.2,11.41442872,36867
6001.0009,California,Alameda,Oakland,9.539583333,94603,37.743065,-122.169935,22.5,13.90087017,31403
6001.1001,California,Alameda,Fremont,9.542857143,94538,37.535833,-121.961823,3.6,11.41442872,61148
6007.0002,California,Butte,Not in a city,20.45757576,95926,39.757371,-121.843286,15.7,5.364694578,37725
6009.0001,California,Calaveras,San Andreas,10.1640625,95249,38.201852,-120.681567,10.1,7.442023938,4042
6011.1002,California,Colusa,Colusa,11.93728814,95932,39.202935,-122.017728,8.6,5.134311455,7718
6013.0002,California,Contra Costa,Concord,9.73877551,94518,37.936013,-122.026154,8.5,13.90087017,26778
6019.0008,California,Fresno,Fresno,18.67700893,93726,36.781333,-119.77319,31.3,6.460891351,40705
6019.5001,California,Fresno,Clovis,22.25912304,93612,36.819111,-119.717356,15.5,6.460891351,35351
6019.5025,California,Fresno,Fresno,17.46111111,93727,36.72639,-119.733,36.9,6.460891351,71820
6023.1002,California,Humboldt,Eureka,7.6,95501,40.80178,-124.1621,10.9,3.263085081,23976
6023.1004,California,Humboldt,Eureka,8.217241379,95501,40.776944,-124.1775,12.6,3.263085081,23976
6025.0005,California,Imperial,Calexico,10.15108696,92231,32.676186,-115.484144,15.8,14.85092715,39073
6025.0007,California,Imperial,Brawley,8.233913043,92227,32.97833,-115.53917,24,11.62284991,26234
6025.1003,California,Imperial,El Centro,8.082407407,92243,32.79222,-115.56306,22.3,14.85092715,48030
6027.1003,California,Inyo,Keeler,6.695945946,93530,36.487823,-117.871036,0,3.513012038,47
6029.001,California,Kern,Bakersfield,21.2012987,93301,35.385574,-119.015009,31.4,5.747608859,12248
6029.0011,California,Kern,Mojave,6.647272727,93501,35.050551,-118.147294,36.8,5.603726797,5467
6029.0014,California,Kern,Bakersfield,21.50379404,93304,35.356092,-119.041209,22.1,5.747608859,48731
6029.0015,California,Kern,Ridgecrest,7.086206897,93555,35.62109,-117.67296,8.7,4.92293492,32560
6029.0016,California,Kern,Bakersfield,23.16078431,93304,35.322928,-118.999167,22.1,5.747608859,48731
6031.0004,California,Kings,Corcoran,17.12689075,93212,36.10218,-119.566954,22.7,6.194698115,26079
6033.3001,California,Lake,Lakeport,9.03015873,95453,39.0327,-122.92229,9.8,3.106960152,11256
6037.0002,California,Los Angeles,Azusa,14.21339564,91702,34.1365,-117.92391,5.7,12.82800248,59705
6037.1002,California,Los Angeles,Burbank,13.92966102,91502,34.17605,-118.31712,10.3,9.270752356,11371
6037.1103,California,Los Angeles,Los Angeles,16.11581769,90012,34.06659,-118.22688,33.7,9.951742847,31103
6037.1201,California,Los Angeles,Reseda,11.76814159,91335,34.19925,-118.53276,12.8,9.270752356,74363
6037.1301,California,Los Angeles,Lynwood,14.38673469,90262,33.92899,-118.21071,19.7,9.951742847,69745
6037.1602,California,Los Angeles,Pico Rivera,15.00438596,90660,34.01194,-118.06995,10.5,12.82800248,62928
6037.2005,California,Los Angeles,Pasadena,12.84067797,91106,34.1326,-118.1272,8.5,9.689227582,24229
6037.4002,California,Los Angeles,Long Beach,14.19566474,90807,33.82376,-118.18921,5.4,9.951742847,31481
6037.4004,California,Los Angeles,Long Beach,13.70916905,90806,33.79236,-118.17533,6.9,6.967713276,42399
6037.9033,California,Los Angeles,Lancaster,7.12,93534,34.671394,-118.131456,21.8,7.90834744,39341
6045.0006,California,Mendocino,Ukiah,8.206349206,95482,39.15047,-123.20655,14.1,2.907634071,31808
6047.251,California,Merced,Merced,16.69487179,95348,37.308537,-120.480993,14.4,6.814392226,30805
6053.1003,California,Monterey,Salinas,7.166197183,93906,36.69676,-121.637182,12.7,5.302319839,59461
6057.0005,California,Nevada,Grass Valley,14.3,95945,39.234331,-121.056591,11.3,6.999230163,25199
6057.1001,California,Nevada,Truckee,11.94216216,96161,39.338504,-120.171291,7,4.283312787,18451
6059.0007,California,Orange,Anaheim,12.76578947,92804,33.83062,-117.93845,13.3,9.799704275,85914
6059.2022,California,Orange,Mission Viejo,10.3675,92630,33.63003,-117.67593,4.4,9.799704275,59182
6061.0006,California,Placer,Roseville,11.19206349,95678,38.745726,-121.266312,5.9,8.814367987,41192
6063.1006,California,Plumas,Quincy,15.28135593,95971,39.937099,-120.938821,14.8,4.344805448,5970
6063.1009,California,Plumas,Portola,14.17017544,96122,39.808333,-120.471667,7.1,3.696869507,3883
6065.1003,California,Riverside,Riverside,13.28974359,92506,33.94603,-117.40063,6.7,11.40408527,44001
6065.2002,California,Riverside,Indio,8.254878049,92201,33.70853,-116.21537,20,8.211318548,61827
6065.5001,California,Riverside,Palm Springs,6.984545455,92262,33.85275,-116.54101,10.3,7.719797126,26179
6065.8001,California,Riverside,Rubidoux,16.43629442,92509,33.99958,-117.41601,13.1,12.75330821,75196
6065.8005,California,Riverside,Mira Loma,18.16116505,92509,33.995638,-117.493304,6.1,12.75330821,75196
6067.0006,California,Sacramento,Arden-Arcade,14.61779141,95821,38.613779,-121.368014,14,9.393725286,33550
6067.001,California,Sacramento,Sacramento,12.01666667,95818,38.558228,-121.492981,12.2,9.393725286,19811
6067.4001,California,Sacramento,Sacramento,13.28145161,95817,38.556326,-121.458499,21,9.393725286,13534
6069.0002,California,San Benito,Hollister,6.936666667,95045,36.844096,-121.362121,9.4,6.855167243,4046
6071.0025,California,San Bernardino,Ontario,15.81504425,91763,34.037222,-117.69,12.2,12.75330821,36375
6071.0306,California,San Bernardino,Victorville,8.644859813,92395,34.510014,-117.331433,20.9,9.821146634,42400
6071.2002,California,San Bernardino,Fontana,15.20625,92335,34.10002,-117.49201,19.7,12.75330821,95397
6071.8001,California,San Bernardino,Big Bear City,9.224137931,92314,34.264444,-116.864444,11.6,7.074141258,10162
6071.9004,California,San Bernardino,San Bernardino,13.34684685,92408,34.10688,-117.27411,41.6,10.48825836,15271
6073.0001,California,San Diego,Chula Vista,12.30512821,91911,32.631231,-117.059075,10,7.145248159,82999
6073.0003,California,San Diego,El Cajon,13.36607143,92019,32.791194,-116.942092,18.2,10.63010269,42598
6073.0006,California,San Diego,San Diego,11.3049505,92123,32.836461,-117.128752,6.8,9.679733865,26823
6073.1002,California,San Diego,Escondido,17.46180648,92025,33.127711,-117.075325,18.1,9.409954046,49978
6073.101,California,San Diego,San Diego,13.7428125,92113,32.701492,-117.149653,12.125,9.679733865,56066
6073.1011,California,San Diego,Boulevard,3.467741935,91905,32.725226,-116.365203,0,7.729721496,1700
6075.0005,California,San Francisco,San Francisco,9.987,94107,37.765946,-122.399044,7.5,9.230953731,26599
6077.1002,California,San Joaquin,Stockton,15.62903226,95205,37.950741,-121.268523,31.8,10.83838742,38069
6079.2006,California,San Luis Obispo,San Luis Obispo,7.609090909,93401,35.256577,-120.669861,7.95,4.056169985,28033
6079.8001,California,San Luis Obispo,Atascadero,8.006306306,93422,35.49158,-120.66804,6.5,4.045829058,31375
6081.1001,California,San Mateo,Redwood City,9.497826087,94063,37.482934,-122.20337,15.7,5.795291945,30949
6083.0011,California,Santa Barbara,Santa Barbara,10.36779661,93103,34.427775,-119.691218,6.9,4.621209208,20249
6083.1008,California,Santa Barbara,Santa Maria,7.874545455,93458,34.949147,-120.43763,18.4,4.226113797,55431
6085.0002,California,Santa Clara,Gilroy,8.63553719,95020,36.999571,-121.574684,7.6,6.517516545,57349
6085.0005,California,Santa Clara,San Jose,12.26558704,95112,37.348497,-121.894898,15.9,7.773002511,55927
6087.0007,California,Santa Cruz,Live Oak,6.767213115,95062,36.983921,-121.989328,5.4,5.061994729,36079
6089.0004,California,Shasta,Redding,15.2609375,96001,40.549985,-122.382011,15.3,3.429817599,33865
6089.3005,California,Shasta,Shasta Lake,10.83589744,96019,40.69184,-122.40179,10.5,3.95248466,10082
6095.0004,California,Solano,Vallejo,10.8395122,94590,38.102507,-122.237976,18.8,10.71285712,35420
6097.0003,California,Sonoma,Santa Rosa,9.078494624,95401,38.443503,-122.710169,5.8,5.929802866,36981
6099.0005,California,Stanislaus,Modesto,17.17716535,95354,37.641583,-120.994622,29,8.64579683,25394
6101.0003,California,Sutter,Yuba City,12.96979472,95991,39.138773,-121.618549,7.1,7.02573322,40593
6107.2002,California,Tulare,Visalia,20.6480916,93292,36.332179,-119.291228,11.3,6.584716444,39032
6111.0007,California,Ventura,Thousand Oaks,10.3647541,91360,34.210154,-118.870496,4.7,6.898123855,42402
6111.0009,California,Ventura,Piru,9.693220339,93040,34.404268,-118.809946,17,5.451476481,2031
6111.2002,California,Ventura,Simi Valley,10.68319328,93063,34.276362,-118.683757,4.4,6.898123855,54366
6111.3001,California,Ventura,Not in a city,10.0210084,93036,34.252378,-119.143176,4.2,5.675212674,41691
6113.1003,California,Yolo,Woodland,10.64333333,95776,38.66121,-121.73269,9.6,6.746774479,21902
8001.0006,Colorado,Adams,Commerce City,9.056906077,80022,39.826007,-104.937438,0,5.085549964,42699
8005.0005,Colorado,Arapahoe,Littleton,7.184745763,80120,39.604399,-105.019526,8.2,4.573256592,28435
8013.0003,Colorado,Boulder,Longmont,7.688034188,80501,40.164576,-105.100856,14.8,4.426824419,39521
8013.0012,Colorado,Boulder,Boulder,6.486065574,80310,40.021097,-105.263382,5.766666667,5.085549964,6578
8031.0002,Colorado,Denver,Denver,7.989311164,80294,39.751184,-104.987625,7.9,5.085549964,0
8031.0023,Colorado,Denver,Denver,8.21875,80216,39.781083,-104.95665,32,5.085549964,10924
8031.0025,Colorado,Denver,Denver,8.0775,80223,39.704005,-104.998113,17.6,4.573256592,17987
8035.0004,Colorado,Douglas,Roxborough Park,5.809917355,80128,39.534488,-105.070358,3.4,4.573256592,34988
8039.0001,Colorado,Elbert,Not in a city,4.318333333,80106,39.231384,-104.63477,4.2,4.932026951,4232
8041.0017,Colorado,El Paso,Colorado Springs,6.173469388,80905,38.848014,-104.828564,16.5,3.902921871,16254
8069.0009,Colorado,Larimer,Fort Collins,6.679166667,80521,40.571288,-105.079693,9.5,3.848796147,33409
8077.0017,Colorado,Mesa,Grand Junction,9.112711864,81501,39.063798,-108.561173,14.4,3.835827575,23465
8101.0012,Colorado,Pueblo,Pueblo,7.335779817,81003,38.263058,-104.612133,24.7,5.200836641,14939
8123.0006,Colorado,Weld,Greeley,7.666956522,80634,40.414877,-104.70693,14.8,5.123931396,52861
8123.0008,Colorado,Weld,Platteville,8.23362069,80651,40.209387,-104.82405,6.5,5.706081519,4176
9001.001,Connecticut,Fairfield,Bridgeport,11.92110092,6604,41.170833,-73.194722,22.1,7.666388153,30313
9001.1123,Connecticut,Fairfield,Danbury,11.70431034,6810,41.399167,-73.443056,8.6,7.666388153,49482
9001.3005,Connecticut,Fairfield,Norwalk,11.79459459,6851,41.1125,-73.407222,8.2,7.666388153,26703
9001.9003,Connecticut,Fairfield,Westport,10.19226361,6880,41.118333,-73.336667,2.6,7.666388153,26647
9003.1003,Connecticut,Hartford,East Hartford,9.564431487,6108,41.784722,-72.631667,18.5,6.659058967,24307
9003.2006,Connecticut,Hartford,East Hartford,10.52678571,6114,41.7425,-72.634444,9.3,6.659058967,27449
9005.0004,Connecticut,Litchfield,Thomaston,8.962711864,6787,41.64486,-73.07908,1.3,6.104501156,7975
9005.0005,Connecticut,Litchfield,Cornwall,6.708403361,6756,41.821342,-73.297257,1.2,5.438827437,2853
9009.0026,Connecticut,New Haven,New Haven,11.51583333,6513,41.291111,-72.894167,6.5,8.597730586,38978
9009.0027,Connecticut,New Haven,New Haven,11.2868932,6513,41.3014,-72.902871,6.3,8.597730586,38978
9009.1123,Connecticut,New Haven,New Haven,12.11694915,6510,41.310833,-72.916944,6.3,8.597730586,2737
9009.2008,Connecticut,New Haven,New Haven,10.62477876,6511,41.331389,-72.919722,17.6,8.597730586,53600
9009.2123,Connecticut,New Haven,Waterbury,11.62722222,6702,41.550556,-73.043611,56.3,6.104501156,3654
9011.3002,Connecticut,New London,Norwich,10.06160458,6360,41.524167,-72.076667,10.1,7.538637828,37541
10001.0002,Delaware,Kent,Not in a city,11.36869565,19943,38.986672,-75.5568,11.8,8.936071546,11425
10001.0003,Delaware,Kent,Dover,11.27678571,19901,39.155,-75.518056,0.825,8.936071546,35055
10003.1003,Delaware,New Castle,Not in a city,12.98316832,19809,39.761111,-75.491944,5.3,10.00607413,14049
10003.1007,Delaware,New Castle,Not in a city,11.48425926,19701,39.5513,-75.732,3.5,9.75057813,39194
10003.1012,Delaware,New Castle,Newark,12.61388889,19716,39.691962,-75.761299,2.325,10.00607413,1568
10003.2004,Delaware,New Castle,Wilmington,13.52922252,19801,39.739444,-75.558056,31.8,10.00607413,16286
10005.1002,Delaware,Sussex,Seaford,12.24827586,19973,38.6539,-75.6106,14.3,9.009156591,23838
11001.0041,District Of Columbia,District of Columbia,Washington,12.10485437,20019,38.895572,-76.958072,25.1,12.50397672,54358
11001.0042,District Of Columbia,District of Columbia,Washington,12.43697479,20024,38.876255,-77.034059,18.9,10.37936426,11510
11001.0043,District Of Columbia,District of Columbia,Washington,11.68633721,20010,38.921847,-77.013178,13,10.37936426,30138
12001.0023,Florida,Alachua,Gainesville,7.258333333,32606,29.706111,-82.387778,4.7,8.52273932,21833
12001.0024,Florida,Alachua,Gainesville,7.940677966,32605,29.658333,-82.408333,19.5,8.52273932,22925
12005.1004,Florida,Bay,Panama City,9.909322034,32404,30.144167,-85.614444,14.5,8.909907716,38425
12009.0007,Florida,Brevard,Melbourne,7.555371901,32901,28.053611,-80.628611,12.3,7.032765673,24521
12011.1002,Florida,Broward,Davie,7.38606357,33314,26.083143,-80.237586,15,5.398935289,21885
12011.2004,Florida,Broward,Pompano Beach,7.402654867,33060,26.217222,-80.127778,21.4,5.656091419,32154
12011.3002,Florida,Broward,Hollywood,8.130088496,33020,26.000833,-80.160556,14.3,6.04852418,41329
12017.0005,Florida,Citrus,Not in a city,7.815441176,34428,28.980556,-82.7,7,8.296370329,9109
12031.0098,Florida,Duval,Jacksonville,8.464553314,32223,30.135556,-81.634167,2.3,8.844856129,23980
12031.0099,Florida,Duval,Jacksonville,9.145308311,32225,30.354722,-81.547778,14.4,7.167520494,52485
12033.0004,Florida,Escambia,Ferry Pass,9.639189189,32514,30.525367,-87.20355,10.3,7.523407184,37399
12057.003,Florida,Hillsborough,Tampa,8.552955665,33609,27.931944,-82.509722,1.1,9.425857633,15999
12057.3002,Florida,Hillsborough,Valrico,8.231197772,33527,27.96565,-82.2304,20.2,10.12499283,15203
12071.0005,Florida,Lee,Fort Myers,7.023333333,33901,26.602016,-81.877908,11.5,7.480289059,19500
12073.0012,Florida,Leon,Tallahassee,10.56737589,32304,30.439722,-84.346389,38.9,11.39816334,46145
12086.0033,Florida,Miami-Dade,Palm Springs North,7.967826087,33015,25.941944,-80.326389,11.4,5.398935289,63544
12086.1016,Florida,Miami-Dade,Miami,8.256666667,33136,25.794222,-80.215556,31.7,6.100081903,13791
12086.6001,Florida,Miami-Dade,Homestead,7.211730205,33030,25.471944,-80.482778,26.9,4.64597954,34110
12095.1004,Florida,Orange,Orlando,7.545810056,32803,28.550833,-81.345556,5.5,10.59791907,19020
12095.2002,Florida,Orange,Winter Park,7.437371134,32789,28.596389,-81.3625,8.8,10.59791907,24557
12099.0008,Florida,Palm Beach,Belle Glade,6.19602649,33430,26.724444,-80.666667,42.3,9.015444077,21427
12099.0009,Florida,Palm Beach,Royal Palm Beach,6.083193277,33411,26.730833,-80.233889,6.6,5.98265848,65245
12099.2005,Florida,Palm Beach,Delray Beach,6.600529101,33445,26.456944,-80.092778,15.5,5.656091419,29754
12103.0018,Florida,Pinellas,Saint Petersburg,8.080154639,33710,27.785866,-82.739875,5.4,9.583188,32780
12103.1009,Florida,Pinellas,Clearwater,8.062608696,33755,27.986283,-82.78215,22.7,7.312699366,26146
12105.6006,Florida,Polk,Lakeland,8.104137931,33815,28.028889,-81.972222,23.4,9.891444854,14267
12111.1002,Florida,St. Lucie,Fort Pierce,7.548648649,34947,27.448889,-80.40833,30.3,5.902044962,12186
12115.0013,Florida,Sarasota,Ridge Wood Heights,6.931372549,34231,27.290556,-82.507222,12.5,7.76904815,30268
12117.1002,Florida,Seminole,Sanford,8.001360544,32746,28.746111,-81.310556,4.5,9.468136434,40571
13021.0007,Georgia,Bibb,Macon,12.25313433,31206,32.777455,-83.641096,38.8,11.71680091,29072
13021.0012,Georgia,Bibb,Macon,12.23367347,31020,32.805408,-83.543521,26.8,11.71680091,2541
13051.0017,Georgia,Chatham,Savannah,11.91633987,31408,32.092957,-81.14399,24.9,8.573354613,9952
13051.0091,Georgia,Chatham,Garden City,11.4893617,31408,32.110759,-81.161847,16.9,9.002287114,9952
13059.0002,Georgia,Clarke,Athens-Clarke County (Remainder),12.25168539,30605,33.918067,-83.344495,12.1,9.161458727,39952
13063.0091,Georgia,Clayton,Forest Park,13.84869565,30297,33.609867,-84.391028,27.5,10.52544688,27188
13067.0003,Georgia,Cobb,Kennesaw,13.74336283,30144,34.015482,-84.607407,6.4,8.932245796,52252
13067.0004,Georgia,Cobb,Powder Springs,13.07155172,30127,33.89932,-84.661514,5.1,10.52544688,60347
13089.0002,Georgia,DeKalb,Not in a city,12.71311953,30034,33.68797,-84.29048,15,13.4411511,43113
13089.2001,Georgia,DeKalb,Doraville,13.07327824,30341,33.901389,-84.279903,11,13.4411511,31793
13095.0007,Georgia,Dougherty,Albany,12.85188679,31705,31.576917,-84.100194,36.7,11.75110069,35565
13115.0005,Georgia,Floyd,Rome,12.96348684,30165,34.263198,-85.304826,15,9.303585787,39975
13121.0032,Georgia,Fulton,Atlanta,13.28062678,30305,33.819564,-84.389708,5.3,10.52544688,22999
13121.0048,Georgia,Fulton,Atlanta,14.25798319,30313,33.77933,-84.39576,8.75,10.52544688,9495
13127.0006,Georgia,Glynn,Brunswick,9.829347826,31520,31.169735,-81.495881,26.5,6.847049751,22336
13135.0002,Georgia,Gwinnett,Not in a city,12.54519231,30043,33.96127,-84.06901,11.1,9.339460927,80241
13139.0003,Georgia,Hall,Gainesville,11.87578947,30507,34.30008,-83.81217,27.7,8.244530163,28399
13153.0001,Georgia,Houston,Warner Robins,11.73947368,31098,32.6056,-83.597907,16.2,11.71680091,2888
13185.0003,Georgia,Lowndes,Valdosta,9.554945055,31698,30.848056,-83.294444,14.05,9.930763988,2223
13215.0001,Georgia,Muscogee,Columbus (Remainder),13.49285714,31901,32.483543,-84.980977,37.7,9.774143543,8638
13215.0008,Georgia,Muscogee,Columbus (Remainder),12.59107143,31909,32.521302,-84.944795,6.8,11.06786449,35177
13215.0011,Georgia,Muscogee,Columbus (Remainder),13.16330275,31903,32.42905,-84.9316,37.8,11.06786449,20128
13223.0003,Georgia,Paulding,Not in a city,11.89396552,30153,33.9285,-85.04534,14.5,8.926431002,18411
13245.0005,Georgia,Richmond,Augusta-Richmond County (Remainder),13.71337209,30912,33.469164,-81.991426,10.575,10.88106258,296
13245.0091,Georgia,Richmond,Augusta-Richmond County (Remainder),13.48316832,30904,33.433349,-82.022217,26.6,10.88106258,25666
13295.0002,Georgia,Walker,Not in a city,12.475,30741,34.97889,-85.30098,48.3,9.459333349,29290
13303.0001,Georgia,Washington,Sandersville,11.87567568,31082,32.974881,-82.80876,20,9.821763499,10408
13319.0001,Georgia,Wilkinson,Gordon,12.80348837,31031,32.881829,-83.333775,8.1,10.58292523,6576
16001.001,Idaho,Ada,Not in a city,7.912658228,83642,43.600699,-116.347853,6.6,4.777593577,37008
16001.0011,Idaho,Ada,Boise (corporate name Boise City),7.718627451,83704,43.636111,-116.270278,13.1,4.777593577,39628
16005.002,Idaho,Bannock,Not in a city,5.136440678,83203,42.978333,-112.455,15.8,2.918973502,309
16009.001,Idaho,Benewah,Not in a city,9.050442478,83861,47.316667,-116.57028,10,5.968979239,6360
16041.0001,Idaho,Franklin,Franklin,6.248888889,83237,42.013333,-111.809167,11.1,3.585955304,1146
16059.0004,Idaho,Lemhi,Not in a city,9.720689655,83467,45.181897,-113.890285,12.5,1.629837914,6270
16079.0017,Idaho,Shoshone,Pinehurst (Pine Creek),11.70163043,83839,47.536389,-116.236667,25.8,3.762412841,1417
17001.0007,Illinois,Adams,Quincy,9.181355932,62301,39.915409,-91.335868,4.5,7.209794726,33758
17019.0004,Illinois,Champaign,Champaign,10.48793103,61820,40.123796,-88.229531,20.7,9.847546006,36964
17019.1001,Illinois,Champaign,Not in a city,11.00169492,61875,40.05278,-88.37251,21.3,9.000962834,761
17031.0022,Illinois,Cook,Chicago,12.59298246,60617,41.687165,-87.539315,31.4,16.90920694,84155
17031.005,Illinois,Cook,Chicago,11.78113208,60617,41.70757,-87.568574,21.7,16.90920694,84155
17031.0052,Illinois,Cook,Chicago,12.24525994,60630,41.965485,-87.749928,7.8,12.15908766,54093
17031.0057,Illinois,Cook,Chicago,12.03981481,60647,41.912862,-87.722723,28.2,12.15908766,87291
17031.0076,Illinois,Cook,Chicago,11.90588235,60652,41.7514,-87.713488,9.2,12.66599036,40959
17031.1016,Illinois,Cook,McCook,12.92352941,60525,41.80118,-87.832349,8,12.66599036,31168
17031.2001,Illinois,Cook,Blue Island,12.52782609,60406,41.662109,-87.696467,19.2,12.66599036,25460
17031.3103,Illinois,Cook,Schiller Park,13.44678899,60176,41.965193,-87.876265,6.2,12.15908766,11795
17031.3301,Illinois,Cook,Summit,12.04537815,60501,41.782766,-87.805377,16.2,12.66599036,11626
